,Organisation,Country,ISO Code,Vehicle_Name,Launch_date,Launch_Month,Launch_Year,Rocket_Status,Price,Mission_Status,Decade
2008,RVSN USSR,Russia,RUS,Tsyklon-3 ,13-03-1987,Mar,1987,StatusRetired,5000,Success,1980
2009,RVSN USSR,Russia,RUS,Tsyklon-3 ,03-03-1987,Mar,1987,StatusRetired,5000,Success,1980
2010,RVSN USSR,Russia,RUS,Tsyklon-3 ,20-02-1987,Feb,1987,StatusRetired,5000,Success,1980
2011,MHI,Japan,JPN,N-II ,19-02-1987,Feb,1987,StatusRetired,90,Success,1980
2012,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,18-02-1987,Feb,1987,StatusRetired,5000,Success,1980
2013,RVSN USSR,Kazakhstan,KAZ,Zenit-2 ,14-02-1987,Feb,1987,StatusRetired,5000,Success,1980
2014,Martin Marietta,USA,USA,Titan III(34)B Agena-D ,12-02-1987,Feb,1987,StatusRetired,35,Success,1980
2015,ISAS,Japan,JPN,Mu-III S2 ,05-02-1987,Feb,1987,StatusRetired,62,Success,1980
2016,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,01-02-1987,Feb,1987,StatusRetired,5000,Success,1980
2017,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,29-01-1987,Jan,1987,StatusRetired,5000,Partial Failure,1980
2018,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,22-01-1987,Jan,1987,StatusRetired,5000,Success,1980
2019,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,22-01-1987,Jan,1987,StatusRetired,5000,Success,1980
2020,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-01-1987,Jan,1987,StatusRetired,5000,Success,1980
2021,RVSN USSR,Russia,RUS,Tsyklon-3 ,14-01-1987,Jan,1987,StatusRetired,5000,Success,1980
2022,RVSN USSR,Russia,RUS,Tsyklon-3 ,05-01-1987,Jan,1987,StatusRetired,5000,Success,1980
2023,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,26-12-1986,Dec,1986,StatusRetired,5000,Success,1980
2024,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,25-12-1986,Dec,1986,StatusRetired,5000,Success,1980
2025,RVSN USSR,Russia,RUS,Tsyklon-3 ,18-12-1986,Dec,1986,StatusRetired,5000,Success,1980
2026,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,17-12-1986,Dec,1986,StatusRetired,5000,Success,1980
2027,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,12-12-1986,Dec,1986,StatusRetired,5000,Success,1980
2028,RVSN USSR,Russia,RUS,Tsyklon-3 ,10-12-1986,Dec,1986,StatusRetired,5000,Success,1980
2029,General Dynamics,USA,USA,Atlas-G Centaur-D1AR ,05-12-1986,Dec,1986,StatusRetired,62,Success,1980
2030,RVSN USSR,Russia,RUS,Tsyklon-3 ,02-12-1986,Dec,1986,StatusRetired,5000,Success,1980
2031,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,24-11-1986,Nov,1986,StatusRetired,5000,Success,1980
2032,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-11-1986,Nov,1986,StatusRetired,5000,Success,1980
2033,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,20-11-1986,Nov,1986,StatusRetired,5000,Success,1980
2034,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,15-11-1986,Nov,1986,StatusRetired,5000,Success,1980
2035,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,13-11-1986,Nov,1986,StatusRetired,5000,Success,1980
2036,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,27-10-1986,Oct,1986,StatusRetired,5000,Success,1980
2037,RVSN USSR,Kazakhstan,KAZ,Zenit-2 ,22-10-1986,Oct,1986,StatusRetired,5000,Success,1980
2038,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,20-10-1986,Oct,1986,StatusRetired,5000,Success,1980
2039,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,15-10-1986,Oct,1986,StatusRetired,5000,Success,1980
2040,RVSN USSR,Russia,RUS,Tsyklon-3 ,15-10-1986,Oct,1986,StatusRetired,5000,Failure,1980
2041,CASC,China,CHN,Long March 2C ,06-10-1986,Oct,1986,StatusActive,30.8,Success,1980
2042,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,03-10-1986,Oct,1986,StatusRetired,5000,Partial Failure,1980
2043,RVSN USSR,Russia,RUS,Tsyklon-3 ,30-09-1986,Sep,1986,StatusRetired,5000,Success,1980
2044,General Dynamics,USA,USA,Atlas-E/F Star-37S-ISS ,17-09-1986,Sep,1986,StatusRetired,62,Success,1980
2045,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,10-09-1986,Sep,1986,StatusRetired,5000,Success,1980
2046,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,05-09-1986,Sep,1986,StatusRetired,5000,Success,1980
2047,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,03-09-1986,Sep,1986,StatusRetired,5000,Success,1980
2048,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,28-08-1986,Aug,1986,StatusRetired,5000,Success,1980
2049,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,20-08-1986,Aug,1986,StatusRetired,5000,Success,1980
2050,MHI,Japan,JPN,H-I (9 SO) ,12-08-1986,Aug,1986,StatusRetired,90,Success,1980
2051,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,04-08-1986,Aug,1986,StatusRetired,5000,Success,1980
2052,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,30-07-1986,Jul,1986,StatusRetired,5000,Success,1980
2053,RVSN USSR,Kazakhstan,KAZ,Zenit-2 ,30-07-1986,Jul,1986,StatusRetired,5000,Success,1980
2054,RVSN USSR,Russia,RUS,Tsyklon-3 ,28-07-1986,Jul,1986,StatusRetired,5000,Success,1980
2055,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,16-07-1986,Jul,1986,StatusRetired,5000,Partial Failure,1980
2056,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,05-07-1986,Jul,1986,StatusRetired,5000,Success,1980
2057,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,19-06-1986,Jun,1986,StatusRetired,5000,Success,1980
2058,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,18-06-1986,Jun,1986,StatusRetired,5000,Success,1980
2059,RVSN USSR,Russia,RUS,Tsyklon-3 ,12-06-1986,Jun,1986,StatusRetired,5000,Success,1980
2060,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,06-06-1986,Jun,1986,StatusRetired,5000,Success,1980
2061,Arianespace,France,FRA,Ariane 2 ,31-05-1986,May,1986,StatusRetired,200,Failure,1980
2062,RVSN USSR,Russia,RUS,Tsyklon-3 ,27-05-1986,May,1986,StatusRetired,5000,Success,1980
2063,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,23-05-1986,May,1986,StatusRetired,5000,Success,1980
2064,RVSN USSR,Russia,RUS,Tsyklon-3 ,15-05-1986,May,1986,StatusRetired,5000,Success,1980
2065,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,18-04-1986,Apr,1986,StatusRetired,5000,Success,1980
2066,Martin Marietta,USA,USA,Titan 34D ,18-04-1986,Apr,1986,StatusRetired,35,Failure,1980
2067,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,17-04-1986,Apr,1986,StatusRetired,5000,Success,1980
2068,Arianespace,France,FRA,Ariane 3 ,28-03-1986,Mar,1986,StatusRetired,200,Success,1980
2069,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,25-03-1986,Mar,1986,StatusRetired,5000,Success,1980
2070,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,21-03-1986,Mar,1986,StatusRetired,5000,Success,1980
2071,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,27-02-1986,Feb,1986,StatusRetired,5000,Success,1980
2072,Arianespace,France,FRA,Ariane 1 ,22-02-1986,Feb,1986,StatusRetired,200,Success,1980
2073,RVSN USSR,Russia,RUS,Tsyklon-3 ,19-02-1986,Feb,1986,StatusRetired,5000,Success,1980
2074,MHI,Japan,JPN,N-II Star-37E ,12-02-1986,Feb,1986,StatusRetired,90,Success,1980
2075,RVSN USSR,Russia,RUS,Tsyklon-3 ,11-02-1986,Feb,1986,StatusRetired,5000,Success,1980
2076,General Dynamics,USA,USA,Atlas-H MSD ,09-02-1986,Feb,1986,StatusRetired,62,Success,1980
2077,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,01-02-1986,Feb,1986,StatusRetired,5000,Success,1980
2078,CASC,China,CHN,Long March 3 ,01-02-1986,Feb,1986,StatusRetired,30.8,Success,1980
2079,NASA,USA,USA,Space Shuttle Challenger ,28-01-1986,Jan,1986,StatusRetired,450,Failure,1980
2080,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,23-01-1986,Jan,1986,StatusRetired,5000,Success,1980
2081,RVSN USSR,Russia,RUS,Tsyklon-3 ,17-01-1986,Jan,1986,StatusRetired,5000,Success,1980
2082,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,16-01-1986,Jan,1986,StatusRetired,5000,Success,1980
2083,NASA,USA,USA,Space Shuttle Columbia ,12-01-1986,Jan,1986,StatusRetired,450,Success,1980
2084,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,09-01-1986,Jan,1986,StatusRetired,5000,Success,1980
2085,RVSN USSR,Kazakhstan,KAZ,Zenit-2 ,28-12-1985,Dec,1985,StatusRetired,5000,Partial Failure,1980
2086,RVSN USSR,Russia,RUS,Tsyklon-3 ,26-12-1985,Dec,1985,StatusRetired,5000,Success,1980
2087,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,24-12-1985,Dec,1985,StatusRetired,5000,Success,1980
2088,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,19-12-1985,Dec,1985,StatusRetired,5000,Success,1980
2089,RVSN USSR,Russia,RUS,Tsyklon-3 ,12-12-1985,Dec,1985,StatusRetired,5000,Success,1980
2090,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,28-11-1985,Nov,1985,StatusRetired,5000,Success,1980
2091,NASA,USA,USA,Space Shuttle Atlantis ,27-11-1985,Nov,1985,StatusRetired,450,Success,1980
2092,RVSN USSR,Russia,RUS,Tsyklon-3 ,22-11-1985,Nov,1985,StatusRetired,5000,Success,1980
2093,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,09-11-1985,Nov,1985,StatusRetired,5000,Success,1980
2094,NASA,USA,USA,Space Shuttle Challenger ,06-11-1985,Nov,1985,StatusRetired,450,Success,1980
2095,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,28-10-1985,Oct,1985,StatusRetired,5000,Success,1980
2096,RVSN USSR,Russia,RUS,Tsyklon-3 ,24-10-1985,Oct,1985,StatusRetired,5000,Success,1980
2097,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,23-10-1985,Oct,1985,StatusRetired,5000,Failure,1980
2098,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block ML ,23-10-1985,Oct,1985,StatusRetired,5000,Success,1980
2099,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,22-10-1985,Oct,1985,StatusRetired,5000,Success,1980
2100,RVSN USSR,Kazakhstan,KAZ,Zenit-2 ,22-10-1985,Oct,1985,StatusRetired,5000,Success,1980
2101,CASC,China,CHN,Long March 2C ,21-10-1985,Oct,1985,StatusActive,30.8,Success,1980
2102,RVSN USSR,Russia,RUS,Tsyklon-3 ,09-10-1985,Oct,1985,StatusRetired,5000,Success,1980
2103,General Dynamics,USA,USA,Atlas-E/F SGS-2 ,09-10-1985,Oct,1985,StatusRetired,62,Success,1980
2104,NASA,USA,USA,Space Shuttle Atlantis ,03-10-1985,Oct,1985,StatusRetired,450,Success,1980
2105,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,03-10-1985,Oct,1985,StatusRetired,5000,Success,1980
2106,RVSN USSR,Kazakhstan,KAZ,Vostok-2M ,03-10-1985,Oct,1985,StatusRetired,5000,Success,1980
2107,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,02-10-1985,Oct,1985,StatusRetired,5000,Success,1980
2108,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,30-09-1985,Sep,1985,StatusRetired,5000,Success,1980
2109,General Dynamics,USA,USA,Atlas-G Centaur-D1AR ,28-09-1985,Sep,1985,StatusRetired,62,Success,1980
2110,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,24-09-1985,Sep,1985,StatusRetired,5000,Success,1980
2111,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,19-09-1985,Sep,1985,StatusRetired,5000,Success,1980
2112,Arianespace,France,FRA,Ariane 3 ,12-09-1985,Sep,1985,StatusRetired,200,Failure,1980
2113,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,04-09-1985,Sep,1985,StatusRetired,5000,Success,1980
2114,Martin Marietta,USA,USA,Titan 34D ,28-08-1985,Aug,1985,StatusRetired,35,Failure,1980
2115,NASA,USA,USA,Space Shuttle Discovery ,27-08-1985,Aug,1985,StatusRetired,450,Success,1980
2116,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,23-08-1985,Aug,1985,StatusRetired,5000,Success,1980
2117,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,22-08-1985,Aug,1985,StatusRetired,5000,Success,1980
2118,ISAS,Japan,JPN,Mu-III S2 ,18-08-1985,Aug,1985,StatusRetired,62,Success,1980
2119,RVSN USSR,Russia,RUS,Tsyklon-3 ,08-08-1985,Aug,1985,StatusRetired,5000,Success,1980
2120,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,01-08-1985,Aug,1985,StatusRetired,5000,Success,1980
2121,NASA,USA,USA,Space Shuttle Challenger ,25-07-1985,Jul,1985,StatusRetired,450,Success,1980
2122,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,17-07-1985,Jul,1985,StatusRetired,5000,Success,1980
2123,RVSN USSR,Russia,RUS,Tsyklon-3 ,08-07-1985,Jul,1985,StatusRetired,5000,Success,1980
2124,Arianespace,France,FRA,Ariane 1 ,02-07-1985,Jul,1985,StatusRetired,200,Success,1980
2125,General Dynamics,USA,USA,Atlas-G Centaur-D1AR ,30-06-1985,Jun,1985,StatusRetired,62,Success,1980
2126,RVSN USSR,Kazakhstan,KAZ,Zenit-2 ,21-06-1985,Jun,1985,StatusRetired,5000,Failure,1980
2127,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,19-06-1985,Jun,1985,StatusRetired,5000,Success,1980
2128,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,18-06-1985,Jun,1985,StatusRetired,5000,Success,1980
2129,NASA,USA,USA,Space Shuttle Discovery ,17-06-1985,Jun,1985,StatusRetired,450,Success,1980
2130,RVSN USSR,Russia,RUS,Tsyklon-3 ,14-06-1985,Jun,1985,StatusRetired,5000,Success,1980
2131,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,12-06-1985,Jun,1985,StatusRetired,5000,Success,1980
2132,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,11-06-1985,Jun,1985,StatusRetired,5000,Success,1980
2133,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,30-05-1985,May,1985,StatusRetired,5000,Success,1980
2134,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,29-05-1985,May,1985,StatusRetired,5000,Success,1980
2135,Arianespace,France,FRA,Ariane 3 ,08-05-1985,May,1985,StatusRetired,200,Success,1980
2136,NASA,USA,USA,Space Shuttle Challenger ,06-05-1985,May,1985,StatusRetired,450,Success,1980
2137,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block SO-L ,26-04-1985,Apr,1985,StatusRetired,5000,Success,1980
2138,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,18-04-1985,Apr,1985,StatusRetired,5000,Success,1980
2139,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,17-04-1985,Apr,1985,StatusRetired,5000,Success,1980
2140,RVSN USSR,Kazakhstan,KAZ,Zenit-2 ,13-04-1985,Apr,1985,StatusRetired,5000,Failure,1980
2141,NASA,USA,USA,Space Shuttle Discovery ,12-04-1985,Apr,1985,StatusRetired,450,Success,1980
2142,General Dynamics,USA,USA,Atlas-G Centaur-D1AR ,22-03-1985,Mar,1985,StatusRetired,62,Success,1980
2143,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-03-1985,Mar,1985,StatusRetired,5000,Success,1980
2144,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,14-03-1985,Mar,1985,StatusRetired,5000,Success,1980
2145,General Dynamics,USA,USA,Atlas-E/F OIS ,13-03-1985,Mar,1985,StatusRetired,62,Success,1980
2146,RVSN USSR,Russia,RUS,Tsyklon-3 ,05-03-1985,Mar,1985,StatusRetired,5000,Success,1980
2147,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,27-02-1985,Feb,1985,StatusRetired,5000,Success,1980
2148,Arianespace,France,FRA,Ariane 3 ,08-02-1985,Feb,1985,StatusRetired,200,Success,1980
2149,Martin Marietta,USA,USA,Titan III(34)B Agena-D ,08-02-1985,Feb,1985,StatusRetired,35,Success,1980
2150,ISAS,Japan,JPN,Mu-III S2 ,07-02-1985,Feb,1985,StatusRetired,62,Success,1980
2151,RVSN USSR,Russia,RUS,Tsyklon-3 ,06-02-1985,Feb,1985,StatusRetired,5000,Success,1980
2152,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,01-02-1985,Feb,1985,StatusRetired,5000,Success,1980
2153,NASA,USA,USA,Space Shuttle Discovery ,24-01-1985,Jan,1985,StatusRetired,450,Success,1980
2154,RVSN USSR,Russia,RUS,Tsyklon-3 ,24-01-1985,Jan,1985,StatusRetired,5000,Success,1980
2155,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,23-01-1985,Jan,1985,StatusRetired,5000,Success,1980
2156,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,16-01-1985,Jan,1985,StatusRetired,5000,Success,1980
2157,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,15-01-1985,Jan,1985,StatusRetired,5000,Success,1980
2158,RVSN USSR,Russia,RUS,Tsyklon-3 ,15-01-1985,Jan,1985,StatusRetired,5000,Success,1980
2159,Martin Marietta,USA,USA,Titan 34D ,22-12-1984,Dec,1984,StatusRetired,35,Success,1980
2160,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,20-12-1984,Dec,1984,StatusRetired,5000,Success,1980
2161,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,19-12-1984,Dec,1984,StatusRetired,5000,Success,1980
2162,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,14-12-1984,Dec,1984,StatusRetired,5000,Success,1980
2163,General Dynamics,USA,USA,Atlas-E/F Star-37S-ISS ,12-12-1984,Dec,1984,StatusRetired,62,Success,1980
2164,Martin Marietta,USA,USA,Titan 34D ,04-12-1984,Dec,1984,StatusRetired,35,Success,1980
2165,RVSN USSR,Russia,RUS,Tsyklon-3 ,27-11-1984,Nov,1984,StatusRetired,5000,Partial Failure,1980
2166,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,15-11-1984,Nov,1984,StatusRetired,5000,Success,1980
2167,Arianespace,France,FRA,Ariane 3 ,10-11-1984,Nov,1984,StatusRetired,200,Success,1980
2168,NASA,USA,USA,Space Shuttle Discovery ,08-11-1984,Nov,1984,StatusRetired,450,Success,1980
2169,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,31-10-1984,Oct,1984,StatusRetired,5000,Success,1980
2170,RVSN USSR,Russia,RUS,Tsyklon-3 ,18-10-1984,Oct,1984,StatusRetired,5000,Success,1980
2171,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,11-10-1984,Oct,1984,StatusRetired,5000,Success,1980
2172,NASA,USA,USA,Space Shuttle Challenger ,05-10-1984,Oct,1984,StatusRetired,450,Success,1980
2173,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,04-10-1984,Oct,1984,StatusRetired,5000,Success,1980
2174,RVSN USSR,Russia,RUS,Tsyklon-3 ,28-09-1984,Sep,1984,StatusRetired,5000,Success,1980
2175,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,27-09-1984,Sep,1984,StatusRetired,5000,Success,1980
2176,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,13-09-1984,Sep,1984,StatusRetired,5000,Success,1980
2177,CASC,China,CHN,Long March 2C ,12-09-1984,Sep,1984,StatusActive,30.8,Success,1980
2178,General Dynamics,USA,USA,Atlas-E/F SGS-2 ,08-09-1984,Sep,1984,StatusRetired,62,Success,1980
2179,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,07-09-1984,Sep,1984,StatusRetired,5000,Success,1980
2180,NASA,USA,USA,Space Shuttle Discovery ,30-08-1984,Aug,1984,StatusRetired,450,Success,1980
2181,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,29-08-1984,Aug,1984,StatusRetired,5000,Success,1980
2182,Martin Marietta,USA,USA,Titan III(34)B Agena-D ,28-08-1984,Aug,1984,StatusRetired,35,Success,1980
2183,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,24-08-1984,Aug,1984,StatusRetired,5000,Success,1980
2184,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,10-08-1984,Aug,1984,StatusRetired,5000,Success,1980
2185,RVSN USSR,Russia,RUS,Tsyklon-3 ,08-08-1984,Aug,1984,StatusRetired,5000,Success,1980
2186,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,07-08-1984,Aug,1984,StatusRetired,5000,Success,1980
2187,Arianespace,France,FRA,Ariane 3 ,04-08-1984,Aug,1984,StatusRetired,200,Success,1980
2188,MHI,Japan,JPN,N-II Star-37E ,02-08-1984,Aug,1984,StatusRetired,90,Success,1980
2189,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,02-08-1984,Aug,1984,StatusRetired,5000,Success,1980
2190,RVSN USSR,Russia,RUS,Tsyklon-3 ,05-07-1984,Jul,1984,StatusRetired,5000,Success,1980
2191,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,03-07-1984,Jul,1984,StatusRetired,5000,Success,1980
2192,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,28-06-1984,Jun,1984,StatusRetired,5000,Success,1980
2193,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,27-06-1984,Jun,1984,StatusRetired,5000,Success,1980
2194,Martin Marietta,USA,USA,Titan 34D ,25-06-1984,Jun,1984,StatusRetired,35,Success,1980
2195,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-06-1984,Jun,1984,StatusRetired,5000,Success,1980
2196,General Dynamics,USA,USA,Atlas-E/F SGS-2 ,13-06-1984,Jun,1984,StatusRetired,62,Success,1980
2197,General Dynamics,USA,USA,Atlas-G Centaur-D1AR ,09-06-1984,Jun,1984,StatusRetired,62,Failure,1980
2198,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,08-06-1984,Jun,1984,StatusRetired,5000,Success,1980
2199,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,06-06-1984,Jun,1984,StatusRetired,5000,Success,1980
2200,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,06-06-1984,Jun,1984,StatusRetired,5000,Success,1980
2201,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,30-05-1984,May,1984,StatusRetired,5000,Success,1980
2202,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,28-05-1984,May,1984,StatusRetired,5000,Success,1980
2203,Arianespace,France,FRA,Ariane 1 ,23-05-1984,May,1984,StatusRetired,200,Success,1980
2204,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,17-05-1984,May,1984,StatusRetired,5000,Success,1980
2205,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,11-05-1984,May,1984,StatusRetired,5000,Success,1980
2206,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,04-05-1984,May,1984,StatusRetired,5000,Success,1980
2207,US Air Force,USA,USA,Titan III(24)B ,17-04-1984,Apr,1984,StatusRetired,59,Success,1980
2208,Martin Marietta,USA,USA,Titan 34D ,14-04-1984,Apr,1984,StatusRetired,35,Success,1980
2209,CASC,China,CHN,Long March 3 ,08-04-1984,Apr,1984,StatusRetired,30.8,Success,1980
2210,NASA,USA,USA,Space Shuttle Challenger ,06-04-1984,Apr,1984,StatusRetired,450,Success,1980
2211,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,04-04-1984,Apr,1984,StatusRetired,5000,Success,1980
2212,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,16-03-1984,Mar,1984,StatusRetired,5000,Success,1980
2213,RVSN USSR,Russia,RUS,Tsyklon-3 ,15-03-1984,Mar,1984,StatusRetired,5000,Success,1980
2214,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,06-03-1984,Mar,1984,StatusRetired,5000,Success,1980
2215,ESA,France,FRA,Ariane 1 ,05-03-1984,Mar,1984,StatusRetired,37,Success,1980
2216,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-02-1984,Feb,1984,StatusRetired,5000,Success,1980
2217,ISAS,Japan,JPN,Mu-III S ,14-02-1984,Feb,1984,StatusRetired,62,Success,1980
2218,RVSN USSR,Russia,RUS,Tsyklon-3 ,08-02-1984,Feb,1984,StatusRetired,5000,Success,1980
2219,General Dynamics,USA,USA,Atlas-H MSD ,05-02-1984,Feb,1984,StatusRetired,62,Success,1980
2220,NASA,USA,USA,Space Shuttle Challenger ,03-02-1984,Feb,1984,StatusRetired,450,Success,1980
2221,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,02-02-1984,Feb,1984,StatusRetired,5000,Success,1980
2222,Martin Marietta,USA,USA,Titan 34D ,31-01-1984,Jan,1984,StatusRetired,35,Success,1980
2223,CASC,China,CHN,Long March 3 ,29-01-1984,Jan,1984,StatusRetired,30.8,Partial Failure,1980
2224,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,26-01-1984,Jan,1984,StatusRetired,5000,Success,1980
2225,MHI,Japan,JPN,N-II Star-37E ,23-01-1984,Jan,1984,StatusRetired,90,Success,1980
2226,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,11-01-1984,Jan,1984,StatusRetired,5000,Success,1980
2227,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,05-01-1984,Jan,1984,StatusRetired,5000,Success,1980
2228,RVSN USSR,Russia,RUS,Molniya-M /Block 2BL ,28-12-1983,Dec,1983,StatusRetired,5000,Success,1980
2229,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,27-12-1983,Dec,1983,StatusRetired,5000,Success,1980
2230,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,21-12-1983,Dec,1983,StatusRetired,5000,Success,1980
2231,RVSN USSR,Russia,RUS,Tsyklon-3 ,15-12-1983,Dec,1983,StatusRetired,5000,Success,1980
2232,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,08-12-1983,Dec,1983,StatusRetired,5000,Success,1980
2233,NASA,USA,USA,Space Shuttle Columbia ,28-11-1983,Nov,1983,StatusRetired,450,Success,1980
2234,RVSN USSR,Russia,RUS,Tsyklon-3 ,24-11-1983,Nov,1983,StatusRetired,5000,Success,1980
2235,RVSN USSR,Russia,RUS,Molniya-M /Block ML ,23-11-1983,Nov,1983,StatusRetired,5000,Success,1980
